,BUENOS AIRES,CABA,CATAMARCA,CHACO,CHUBUT,CORDOBA,CORRIENTES,ENTRE RIOS,FORMOSA,JUJUY,LA PAMPA,LA RIOJA,MENDOZA,MISIONES,NEUQUEN,RIO NEGRO,SALTA,SAN JUAN,SAN LUIS,SANTA CRUZ,SANTA FE,SANTIAGO DEL ESTERO,TIERRA DEL FUEGO,TUCUMAN,UNKNOWN,TOTAL
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333
2020-03-05,1.0,2.3333333333333335,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665
2020-03-06,1.6666666666666667,3.6666666666666665,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2020-03-07,2.3333333333333335,5.666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2020-03-08,2.6666666666666665,6.666666666666667,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666
2020-03-09,3.3333333333333335,8.0,0.0,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2020-03-10,4.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2020-03-11,6.0,10.666666666666666,0.0,2.6666666666666665,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668
2020-03-12,8.0,11.666666666666666,0.0,3.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.333333333333332
2020-03-13,10.0,14.666666666666666,0.0,3.6666666666666665,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,33.0
2020-03-14,11.0,18.666666666666668,0.0,4.333333333333333,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,40.0
2020-03-15,12.0,24.666666666666668,0.0,6.333333333333333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.3333333333333333,0.0,0.0,50.333333333333336
2020-03-16,13.333333333333334,29.666666666666668,0.0,8.333333333333334,0.0,3.6666666666666665,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,2.0,0.0,0.0,61.666666666666664
2020-03-17,16.0,35.666666666666664,0.0,10.0,0.0,4.666666666666667,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,0.0,2.0,0.0,0.0,75.0
2020-03-18,23.333333333333332,42.666666666666664,0.0,11.333333333333334,0.0,6.666666666666667,0.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.0,0.0,1.0,1.0,1.3333333333333333,0.0,2.0,0.3333333333333333,0.0,95.66666666666667
2020-03-19,33.0,51.333333333333336,0.0,12.666666666666666,0.0,9.666666666666666,0.3333333333333333,2.3333333333333335,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.6666666666666665,1.0,0.0,1.0,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.0,121.66666666666667
2020-03-20,45.333333333333336,59.333333333333336,0.0,15.333333333333334,0.0,13.666666666666666,1.3333333333333333,2.6666666666666665,0.0,1.0,0.0,0.0,1.6666666666666667,0.0,1.3333333333333333,3.0,1.0,0.0,1.0,1.0,2.6666666666666665,0.6666666666666666,3.6666666666666665,1.3333333333333333,0.0,156.0
2020-03-21,55.333333333333336,68.66666666666667,0.0,19.666666666666668,0.0,19.333333333333332,2.3333333333333335,3.0,0.0,1.0,0.0,0.0,3.3333333333333335,0.3333333333333333,2.0,3.0,1.0,0.0,1.0,1.0,3.3333333333333335,1.0,5.0,3.3333333333333335,0.0,193.66666666666666
2020-03-22,64.0,74.33333333333333,0.0,25.0,0.0,24.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.6666666666666666,2.0,3.0,1.0,0.0,1.0,1.0,8.333333333333334,1.0,6.0,5.333333333333333,-4.0,224.66666666666666
2020-03-23,78.0,87.66666666666667,0.0,31.333333333333332,0.0,29.666666666666668,3.0,3.0,0.0,1.0,0.3333333333333333,0.0,5.0,1.0,2.3333333333333335,3.0,1.0,0.0,1.0,1.3333333333333333,13.666666666666666,1.0,7.333333333333333,7.0,-11.666666666666666,266.0
2020-03-24,99.33333333333333,103.0,0.0,39.0,0.0,37.666666666666664,3.0,4.0,0.0,1.0,0.6666666666666666,0.0,5.333333333333333,1.0,3.0,3.0,1.0,0.0,2.3333333333333335,3.3333333333333335,26.333333333333332,1.0,9.0,7.666666666666667,-12.333333333333334,338.3333333333333
2020-03-25,122.33333333333333,124.0,0.0,46.0,0.0,45.666666666666664,3.0,5.0,0.0,1.6666666666666667,1.0,0.0,6.0,1.0,4.666666666666667,3.0,1.0,0.0,4.0,6.0,38.666666666666664,1.0,11.666666666666666,8.333333333333334,-9.0,425.0
2020-03-26,146.66666666666666,144.66666666666666,0.0,50.666666666666664,0.0,51.666666666666664,3.3333333333333335,7.333333333333333,0.0,2.3333333333333335,1.0,0.0,6.666666666666667,1.0,7.0,4.0,1.0,0.0,6.0,8.333333333333334,53.333333333333336,1.3333333333333333,12.666666666666666,11.0,-2.6666666666666665,517.3333333333334
2020-03-27,164.0,164.33333333333334,0.0,53.333333333333336,0.0,53.0,5.0,8.666666666666666,0.0,3.0,1.0,0.0,7.0,1.0,9.333333333333334,5.0,1.0,0.0,6.333333333333333,9.0,65.0,1.6666666666666667,14.666666666666666,13.0,-7.0,578.3333333333334
2020-03-28,183.0,183.33333333333334,0.0,56.666666666666664,0.0,59.666666666666664,7.0,10.0,0.0,3.0,1.6666666666666667,0.3333333333333333,7.333333333333333,1.3333333333333333,10.666666666666666,6.0,1.0,0.3333333333333333,6.333333333333333,9.0,77.0,2.0,17.0,15.0,-57.0,600.6666666666666
2020-03-29,202.33333333333334,204.0,0.0,63.666666666666664,0.0,68.66666666666667,12.0,11.0,0.0,3.0,2.3333333333333335,0.6666666666666666,8.666666666666666,1.6666666666666667,13.333333333333334,6.0,1.0,0.6666666666666666,6.0,9.0,92.66666666666667,2.0,23.333333333333332,14.666666666666666,-110.33333333333333,636.3333333333334
2020-03-30,224.33333333333334,226.0,0.0,69.66666666666667,0.0,81.66666666666667,16.0,12.0,0.0,3.0,3.0,0.6666666666666666,10.666666666666666,2.3333333333333335,15.666666666666666,6.333333333333333,1.0,1.0,6.0,9.0,111.33333333333333,2.0,30.666666666666668,14.666666666666666,-162.66666666666666,684.3333333333334
2020-03-31,244.0,246.66666666666666,0.0,78.33333333333333,0.0,90.66666666666667,20.0,13.333333333333334,0.0,3.0,3.0,0.3333333333333333,15.666666666666666,2.6666666666666665,19.333333333333332,6.666666666666667,1.6666666666666667,1.0,6.333333333333333,12.333333333333334,129.0,2.0,36.666666666666664,15.0,-172.0,775.6666666666666
2020-04-01,263.6666666666667,264.0,0.0,83.66666666666667,0.0,102.33333333333333,21.0,14.333333333333334,0.0,3.6666666666666665,3.0,1.0,19.0,3.0,22.0,7.0,2.3333333333333335,1.0,7.333333333333333,16.333333333333332,142.33333333333334,2.3333333333333335,47.0,17.0,-180.66666666666666,862.6666666666666
2020-04-02,284.0,284.3333333333333,0.0,90.66666666666667,0.0,114.33333333333333,21.666666666666668,16.0,0.0,4.333333333333333,3.0,2.0,22.0,3.0,25.0,7.333333333333333,3.0,1.0,8.666666666666666,20.333333333333332,151.0,2.6666666666666665,55.333333333333336,18.333333333333332,-191.0,947.0
2020-04-03,310.0,313.0,0.0,96.33333333333333,0.0,125.33333333333333,22.0,17.333333333333332,0.0,5.0,3.0,3.6666666666666665,21.666666666666668,3.0,28.0,9.333333333333334,3.0,1.0,9.666666666666666,21.333333333333332,158.0,3.3333333333333335,66.33333333333333,19.666666666666668,-199.0,1041.0
2020-04-04,335.3333333333333,344.0,0.0,101.33333333333333,0.0,132.33333333333334,22.0,18.333333333333332,0.0,5.0,3.0,5.0,22.666666666666668,3.0,33.333333333333336,12.0,3.0,1.0,10.0,22.0,166.0,3.6666666666666665,70.33333333333333,19.666666666666668,-218.66666666666666,1114.3333333333333
2020-04-05,357.6666666666667,370.0,0.0,105.33333333333333,0.0,137.0,22.666666666666668,18.666666666666668,0.0,5.0,3.0,6.666666666666667,23.666666666666668,3.0,40.0,15.0,3.0,1.0,10.333333333333334,22.666666666666668,174.0,6.0,74.66666666666667,21.666666666666668,-238.33333333333334,1182.6666666666667
2020-04-06,381.6666666666667,392.0,0.0,108.0,0.0,142.0,23.333333333333332,19.333333333333332,0.0,5.0,3.0,7.666666666666667,25.0,3.0,46.333333333333336,17.0,3.0,1.0,10.666666666666666,25.666666666666668,181.33333333333334,7.666666666666667,77.0,23.666666666666668,-264.6666666666667,1238.6666666666667
2020-04-07,400.3333333333333,409.0,0.0,115.66666666666667,0.0,146.0,24.0,19.666666666666668,0.0,5.0,3.3333333333333335,8.0,27.666666666666668,3.0,54.333333333333336,18.666666666666668,3.0,1.0,11.0,28.333333333333332,185.66666666666666,9.333333333333334,79.0,25.333333333333332,-278.0,1299.3333333333333
2020-04-08,422.6666666666667,428.0,0.0,123.66666666666667,0.0,149.33333333333334,24.0,20.333333333333332,0.0,5.0,3.6666666666666665,9.666666666666666,30.666666666666668,3.0,63.0,24.0,3.0,1.0,11.0,31.0,189.33333333333334,9.0,80.33333333333333,25.666666666666668,-290.3333333333333,1367.0
2020-04-09,441.0,443.0,0.0,132.0,0.0,155.66666666666666,24.0,20.666666666666668,0.0,5.0,4.333333333333333,11.333333333333334,36.333333333333336,3.0,73.0,30.666666666666668,3.0,1.0,11.0,33.0,192.33333333333334,9.0,81.66666666666667,25.666666666666668,-317.3333333333333,1419.3333333333333
