FECHA,BUENOS AIRES,CABA,CATAMARCA,CHACO,CHUBUT,CORDOBA,CORRIENTES,ENTRE RIOS,FORMOSA,JUJUY,LA PAMPA,LA RIOJA,MENDOZA,MISIONES,NEUQUEN,RIO NEGRO,SALTA,SAN JUAN,SAN LUIS,SANTA CRUZ,SANTA FE,SANTIAGO DEL ESTERO,TIERRA DEL FUEGO,TUCUMAN,UNKNOWN,ARGENTINA
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.5
2020-03-05,0.0,0.75,,,,0.0,,,,,,,,,,,,,,,,,,,,0.42857142857142855
2020-03-06,1.5,0.6,,,,0.0,,,,,,,,,,,,,,,,,,,,0.75
2020-03-07,3.0,2.142857142857143,,,,3.0,,,,,,,,,,,,,,,,,,,,2.4
2020-03-08,6.0,4.5,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,3.0
2020-03-09,4.5,6.0,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,3.5999999999999996
2020-03-10,4.5,9.0,,3.0,,,,,,,,,,,,3.0,,,3.0,,,,,,,5.666666666666667
2020-03-11,2.0,6.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,4.071428571428571
2020-03-12,2.5,5.5,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,4.2
2020-03-13,4.5,3.5,,4.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,3.875
2020-03-14,10.0,3.2,,4.0,,6.0,,,,,,,,,,,,,,,0.0,,0.0,,,4.08
2020-03-15,11.0,3.8333333333333335,,2.5,,9.0,,,,,,,,,,,,,,,3.0,,0.0,,,4.354838709677419
2020-03-16,9.0,5.8,,3.5,,4.5,,0.0,,0.0,,,,,,3.0,0.0,,,0.0,,,3.0,,,4.941176470588235
2020-03-17,4.875,5.368421052631579,,6.0,,3.0,,0.0,,0.0,,,,,,3.0,0.0,,,0.0,,,,,,4.7560975609756095
2020-03-18,2.0454545454545454,5.181818181818182,,8.25,,2.5,,1.5,,3.0,,,,,,3.0,3.0,,,3.0,3.0,,,0.0,,3.761904761904762
2020-03-19,2.0689655172413794,5.333333333333333,,9.0,,2.0,0.0,3.0,,,,,,,0.0,6.0,,,,,3.0,0.0,6.0,0.0,,3.6835443037974684
